5000, 0.022938013076782227, 0.0688161849975586, 0.006982564926147461, 0.04587697982788086
6000, 0.023935794830322266, 0.08377599716186523, 0.007979154586791992, 0.048868656158447266
7000, 0.029920101165771484, 0.1077120304107666, 0.007978439331054688, 0.06382966041564941
8000, 0.034906625747680664, 0.11369609832763672, 0.010972261428833008, 0.06183266639709473
9000, 0.039893388748168945, 0.11968016624450684, 0.011968135833740234, 0.06382966041564941
10000, 0.04288506507873535, 0.1625659465789795, 0.01795172691345215, 0.09973311424255371
11000, 0.04488015174865723, 0.16755199432373047, 0.019946575164794922, 0.13763213157653809
12000, 0.0718080997467041, 0.23138141632080078, 0.021941184997558594, 0.1515951156616211
13000, 0.0747995376586914, 0.2204113006591797, 0.01495981216430664, 0.09773874282836914
14000, 0.06283211708068848, 0.19647502899169922, 0.021942138671875, 0.11967897415161133
15000, 0.06382942199707031, 0.20644783973693848, 0.018949270248413086, 0.13962745666503906
16000, 0.07779145240783691, 0.2343735694885254, 0.020943880081176758, 0.12865591049194336
17000, 0.07480025291442871, 0.23038411140441895, 0.019946813583374023, 0.12765836715698242
18000, 0.07380270957946777, 0.2343733310699463, 0.026929616928100586, 0.13862824440002441
19000, 0.06881570816040039, 0.24135494232177734, 0.022938966751098633, 0.14561080932617188
20000, 0.07779192924499512, 0.26130104064941406, 0.026929616928100586, 0.14860153198242188
